"","date","load_type","country","price","price_difference"
"26399","2024-06-20","позапік","Польща",138.93,4.69
"26400","2024-06-20","позапік","Угорщина",NA,NA
"26401","2024-06-21","база","Україна",112.7,NA
"26402","2024-06-21","база","Румунія",129.15,14.6
"26403","2024-06-21","база","Словаччина",114.2,1.33
"26404","2024-06-21","база","Польща",114.7,1.77
"26405","2024-06-21","база","Угорщина",NA,NA
"26406","2024-06-21","пік","Україна",88.45,NA
"26407","2024-06-21","пік","Румунія",123.8,39.97
"26408","2024-06-21","пік","Словаччина",110.15,24.53
"26409","2024-06-21","пік","Польща",112.41,27.09
"26410","2024-06-21","пік","Угорщина",NA,NA
"26411","2024-06-21","позапік","Україна",136.96,NA
"26412","2024-06-21","позапік","Румунія",134.51,-1.79000000000001
"26413","2024-06-21","позапік","Словаччина",118.25,-13.66
"26414","2024-06-21","позапік","Польща",116.99,-14.58
"26415","2024-06-21","позапік","Угорщина",NA,NA
"26416","2024-06-22","база","Україна",121.72,NA
"26417","2024-06-22","база","Румунія",81.39,-33.13
"26418","2024-06-22","база","Словаччина",55.17,-54.67
"26419","2024-06-22","база","Польща",80.44,-33.91
"26420","2024-06-22","база","Угорщина",NA,NA
"26421","2024-06-22","пік","Україна",108,NA
"26422","2024-06-22","пік","Румунія",59.99,-44.45
"26423","2024-06-22","пік","Словаччина",27.6,-74.44
"26424","2024-06-22","пік","Польща",62.18,-42.43
"26425","2024-06-22","пік","Угорщина",NA,NA
"26426","2024-06-22","позапік","Україна",135.43,NA
"26427","2024-06-22","позапік","Румунія",102.8,-24.09
"26428","2024-06-22","позапік","Словаччина",82.75,-38.9
"26429","2024-06-22","позапік","Польща",98.7,-27.12
"26430","2024-06-22","позапік","Угорщина",NA,NA
"26431","2024-06-23","база","Україна",123.11,NA
"26432","2024-06-23","база","Румунія",72.46,-41.14
"26433","2024-06-23","база","Словаччина",55.09,-55.25
"26434","2024-06-23","база","Польща",61.93,-49.7
"26435","2024-06-23","база","Угорщина",NA,NA
"26436","2024-06-23","пік","Україна",106.27,NA
"26437","2024-06-23","пік","Румунія",39.1,-63.21
"26438","2024-06-23","пік","Словаччина",18.98,-82.14
"26439","2024-06-23","пік","Польща",25.21,-76.28
"26440","2024-06-23","пік","Угорщина",NA,NA
"26441","2024-06-23","позапік","Україна",139.96,NA
"26442","2024-06-23","позапік","Румунія",105.82,-24.39
"26443","2024-06-23","позапік","Словаччина",91.2,-34.84
"26444","2024-06-23","позапік","Польща",98.66,-29.51
"26445","2024-06-23","позапік","Угорщина",NA,NA
"26446","2024-06-24","база","Україна",127.53,NA
"26447","2024-06-24","база","Румунія",122.08,-4.27
"26448","2024-06-24","база","Словаччина",107.59,-15.64
"26449","2024-06-24","база","Польща",137.29,7.65000000000001
"26450","2024-06-24","база","Угорщина",NA,NA
"26451","2024-06-24","пік","Україна",113.58,NA
"26452","2024-06-24","пік","Румунія",106.05,-6.63
"26453","2024-06-24","пік","Словаччина",82.88,-27.03
"26454","2024-06-24","пік","Польща",127.79,12.51
"26455","2024-06-24","пік","Угорщина",NA,NA
"26456","2024-06-24","позапік","Україна",141.47,NA
"26457","2024-06-24","позапік","Румунія",138.12,-2.37
"26458","2024-06-24","позапік","Словаччина",132.31,-6.47
"26459","2024-06-24","позапік","Польща",146.79,3.76
"26460","2024-06-24","позапік","Угорщина",NA,NA
"26461","2024-06-25","база","Україна",127.95,NA
"26462","2024-06-25","база","Румунія",203.39,58.96
"26463","2024-06-25","база","Словаччина",168.63,31.79
"26464","2024-06-25","база","Польща",140.4,9.73
"26465","2024-06-25","база","Угорщина",NA,NA
"26466","2024-06-25","пік","Україна",113.91,NA
"26467","2024-06-25","пік","Румунія",174.19,52.92
"26468","2024-06-25","пік","Словаччина",150.22,31.88
"26469","2024-06-25","пік","Польща",110.22,-3.24
"26470","2024-06-25","пік","Угорщина",NA,NA
"26471","2024-06-25","позапік","Україна",141.98,NA
"26472","2024-06-25","позапік","Румунія",232.6,63.83
"26473","2024-06-25","позапік","Словаччина",187.04,31.74
"26474","2024-06-25","позапік","Польща",170.58,20.14
"26475","2024-06-25","позапік","Угорщина",NA,NA
"26476","2024-06-26","база","Україна",144.02,NA
"26477","2024-06-26","база","Румунія",125.22,-13.05
"26478","2024-06-26","база","Словаччина",117.02,-18.75
"26479","2024-06-26","база","Польща",127.5,-11.47
"26480","2024-06-26","база","Угорщина",NA,NA
"26481","2024-06-26","пік","Україна",140.27,NA
"26482","2024-06-26","пік","Румунія",119.32,-14.94
"26483","2024-06-26","пік","Словаччина",110.48,-21.24
"26484","2024-06-26","пік","Польща",119.87,-14.54
"26485","2024-06-26","пік","Угорщина",NA,NA
"26486","2024-06-26","позапік","Україна",147.76,NA
"26487","2024-06-26","позапік","Румунія",131.13,-11.25
"26488","2024-06-26","позапік","Словаччина",123.56,-16.38
"26489","2024-06-26","позапік","Польща",135.14,-8.54000000000001
"26490","2024-06-26","позапік","Угорщина",NA,NA
"26491","2024-06-27","база","Україна",140.77,NA
"26492","2024-06-27","база","Румунія",124.25,-11.74
"26493","2024-06-27","база","Словаччина",119.97,-14.78
"26494","2024-06-27","база","Польща",132.07,-6.18000000000001
"26495","2024-06-27","база","Угорщина",NA,NA
"26496","2024-06-27","пік","Україна",132.97,NA
"26497","2024-06-27","пік","Румунія",108.52,-18.39
"26498","2024-06-27","пік","Словаччина",109.83,-17.4
"26499","2024-06-27","пік","Польща",114.32,-14.03
"26500","2024-06-27","пік","Угорщина",NA,NA
"26501","2024-06-27","позапік","Україна",148.56,NA
"26502","2024-06-27","позапік","Румунія",139.98,-5.78
"26503","2024-06-27","позапік","Словаччина",130.1,-12.43
"26504","2024-06-27","позапік","Польща",149.83,0.849999999999994
"26505","2024-06-27","позапік","Угорщина",NA,NA
"26506","2024-06-28","база","Україна",124.33,NA
"26507","2024-06-28","база","Румунія",100.64,-19.05
"26508","2024-06-28","база","Словаччина",100.7,-19.01
"26509","2024-06-28","база","Польща",131.76,5.98
"26510","2024-06-28","база","Угорщина",NA,NA
"26511","2024-06-28","пік","Україна",104.47,NA
"26512","2024-06-28","пік","Румунія",87.99,-15.77
"26513","2024-06-28","пік","Словаччина",91.03,-12.86
"26514","2024-06-28","пік","Польща",136.46,30.62
"26515","2024-06-28","пік","Угорщина",NA,NA
"26516","2024-06-28","позапік","Україна",144.19,NA
"26517","2024-06-28","позапік","Румунія",113.29,-21.43
"26518","2024-06-28","позапік","Словаччина",110.37,-23.46
"26519","2024-06-28","позапік","Польща",127.07,-11.87
"26520","2024-06-28","позапік","Угорщина",NA,NA
"26521","2024-06-29","база","Україна",117.73,NA
"26522","2024-06-29","база","Румунія",90.61,-23.04
"26523","2024-06-29","база","Словаччина",75.71,-35.69
"26524","2024-06-29","база","Польща",96.84,-17.74
"26525","2024-06-29","база","Угорщина",NA,NA
"26526","2024-06-29","пік","Україна",94.31,NA
"26527","2024-06-29","пік","Румунія",57.15,-39.4
"26528","2024-06-29","пік","Словаччина",38.26,-59.43
"26529","2024-06-29","пік","Польща",66.28,-29.72
"26530","2024-06-29","пік","Угорщина",NA,NA
"26531","2024-06-29","позапік","Україна",141.16,NA
"26532","2024-06-29","позапік","Румунія",124.08,-12.1
"26533","2024-06-29","позапік","Словаччина",113.17,-19.83
"26534","2024-06-29","позапік","Польща",127.4,-9.75
"26535","2024-06-29","позапік","Угорщина",NA,NA
"26536","2024-06-30","база","Україна",104.12,NA
"26537","2024-06-30","база","Румунія",54.23,-47.92
"26538","2024-06-30","база","Словаччина",46.56,-55.28
"26539","2024-06-30","база","Польща",50.12,-51.86
"26540","2024-06-30","база","Угорщина",NA,NA
"26541","2024-06-30","пік","Україна",74.56,NA
"26542","2024-06-30","пік","Румунія",24.69,-66.89
"26543","2024-06-30","пік","Словаччина",18.52,-75.16
"26544","2024-06-30","пік","Польща",22.17,-70.27
"26545","2024-06-30","пік","Угорщина",NA,NA
"26546","2024-06-30","позапік","Україна",133.68,NA
"26547","2024-06-30","позапік","Румунія",83.77,-37.34
"26548","2024-06-30","позапік","Словаччина",74.61,-44.19
"26549","2024-06-30","позапік","Польща",78.07,-41.6
"26550","2024-06-30","позапік","Угорщина",NA,NA
"26551","2024-07-01","база","Україна",148.92,NA
"26552","2024-07-01","база","Румунія",148.93,0.0100000000000051
"26553","2024-07-01","база","Словаччина",131.64,-11.6
"26554","2024-07-01","база","Польща",159.33,6.99
"26555","2024-07-01","база","Угорщина",NA,NA
"26556","2024-07-01","пік","Україна",148.67,NA
"26557","2024-07-01","пік","Румунія",140.16,-5.72
"26558","2024-07-01","пік","Словаччина",130.05,-12.52
"26559","2024-07-01","пік","Польща",167.33,12.55
"26560","2024-07-01","пік","Угорщина",NA,NA
"26561","2024-07-01","позапік","Україна",149.19,NA
"26562","2024-07-01","позапік","Румунія",157.7,5.7
"26563","2024-07-01","позапік","Словаччина",133.23,-10.7
"26564","2024-07-01","позапік","Польща",151.33,1.43000000000001
"26565","2024-07-01","позапік","Угорщина",NA,NA
"26566","2024-07-02","база","Україна",147.9,NA
"26567","2024-07-02","база","Румунія",104.98,-29.02
"26568","2024-07-02","база","Словаччина",89.77,-39.3
"26569","2024-07-02","база","Польща",112.85,-23.7
"26570","2024-07-02","база","Угорщина",NA,NA
"26571","2024-07-02","пік","Україна",146.55,NA
"26572","2024-07-02","пік","Румунія",97.31,-33.6
"26573","2024-07-02","пік","Словаччина",80.15,-45.31
"26574","2024-07-02","пік","Польща",95.62,-34.75
"26575","2024-07-02","пік","Угорщина",NA,NA
"26576","2024-07-02","позапік","Україна",149.24,NA
"26577","2024-07-02","позапік","Румунія",112.65,-24.52
"26578","2024-07-02","позапік","Словаччина",99.38,-33.41
"26579","2024-07-02","позапік","Польща",130.09,-12.83
"26580","2024-07-02","позапік","Угорщина",NA,NA
"26581","2024-07-03","база","Україна",144.83,NA
"26582","2024-07-03","база","Румунія",116.95,-19.25
"26583","2024-07-03","база","Словаччина",94.49,-34.76
"26584","2024-07-03","база","Польща",114.85,-20.7
"26585","2024-07-03","база","Угорщина",NA,NA
"26586","2024-07-03","пік","Україна",147.17,NA
"26587","2024-07-03","пік","Румунія",114.96,-21.89
"26588","2024-07-03","пік","Словаччина",88.93,-39.57
"26589","2024-07-03","пік","Польща",106.54,-27.61
"26590","2024-07-03","пік","Угорщина",NA,NA
"26591","2024-07-03","позапік","Україна",142.5,NA
"26592","2024-07-03","позапік","Румунія",118.94,-16.53
"26593","2024-07-03","позапік","Словаччина",100.05,-29.79
"26594","2024-07-03","позапік","Польща",123.16,-13.57
"26595","2024-07-03","позапік","Угорщина",NA,NA
"26596","2024-07-04","база","Україна",146.09,NA
"26597","2024-07-04","база","Румунія",123.28,-15.61
"26598","2024-07-04","база","Словаччина",63.68,-56.41
"26599","2024-07-04","база","Польща",109.34,-25.16
"26600","2024-07-04","база","Угорщина",NA,NA
"26601","2024-07-04","пік","Україна",150.86,NA
"26602","2024-07-04","пік","Румунія",134.91,-10.57
"26603","2024-07-04","пік","Словаччина",42.57,-71.78
"26604","2024-07-04","пік","Польща",97.52,-35.36
"26605","2024-07-04","пік","Угорщина",NA,NA
"26606","2024-07-04","позапік","Україна",141.31,NA
"26607","2024-07-04","позапік","Румунія",111.65,-20.99
"26608","2024-07-04","позапік","Словаччина",84.79,-40
"26609","2024-07-04","позапік","Польща",121.15,-14.27
"26610","2024-07-04","позапік","Угорщина",NA,NA
"26611","2024-07-05","база","Україна",109.73,NA
"26612","2024-07-05","база","Румунія",94.58,-13.81
"26613","2024-07-05","база","Словаччина",33.6,-69.38
"26614","2024-07-05","база","Польща",85.2,-22.35
"26615","2024-07-05","база","Угорщина",NA,NA
"26616","2024-07-05","пік","Україна",100.56,NA
"26617","2024-07-05","пік","Румунія",70.75,-29.64
"26618","2024-07-05","пік","Словаччина",22,-78.12
"26619","2024-07-05","пік","Польща",51.56,-48.73
"26620","2024-07-05","пік","Угорщина",NA,NA
"26621","2024-07-05","позапік","Україна",118.89,NA
"26622","2024-07-05","позапік","Румунія",118.42,-0.400000000000006
"26623","2024-07-05","позапік","Словаччина",45.21,-61.97
"26624","2024-07-05","позапік","Польща",118.83,-0.0499999999999972
"26625","2024-07-05","позапік","Угорщина",NA,NA
"26626","2024-07-06","база","Україна",100.52,NA
"26627","2024-07-06","база","Румунія",81.66,-18.76
"26628","2024-07-06","база","Словаччина",31.88,-68.28
"26629","2024-07-06","база","Польща",63.76,-36.57
"26630","2024-07-06","база","Угорщина",NA,NA
"26631","2024-07-06","пік","Україна",69.66,NA
"26632","2024-07-06","пік","Румунія",47.23,-32.2
"26633","2024-07-06","пік","Словаччина",15.82,-77.29
"26634","2024-07-06","пік","Польща",25,-64.11
"26635","2024-07-06","пік","Угорщина",NA,NA
"26636","2024-07-06","позапік","Україна",131.38,NA
"26637","2024-07-06","позапік","Румунія",116.09,-11.64
"26638","2024-07-06","позапік","Словаччина",47.93,-63.52
"26639","2024-07-06","позапік","Польща",102.51,-21.97
"26640","2024-07-06","позапік","Угорщина",NA,NA
"26641","2024-07-07","база","Україна",97.56,NA
"26642","2024-07-07","база","Румунія",71.35,-26.87
"26643","2024-07-07","база","Словаччина",40.56,-58.43
"26644","2024-07-07","база","Польща",72.92,-25.26
"26645","2024-07-07","база","Угорщина",NA,NA
"26646","2024-07-07","пік","Україна",65.51,NA
"26647","2024-07-07","пік","Румунія",43.83,-33.09
"26648","2024-07-07","пік","Словаччина",29.61,-54.8
"26649","2024-07-07","пік","Польща",54.23,-17.22
"26650","2024-07-07","пік","Угорщина",NA,NA
"26651","2024-07-07","позапік","Україна",129.61,NA
"26652","2024-07-07","позапік","Румунія",98.87,-23.72
"26653","2024-07-07","позапік","Словаччина",51.51,-60.26
"26654","2024-07-07","позапік","Польща",91.61,-29.32
"26655","2024-07-07","позапік","Угорщина",NA,NA
"26656","2024-07-08","база","Україна",126.73,NA
"26657","2024-07-08","база","Румунія",148.76,17.38
"26658","2024-07-08","база","Словаччина",123.74,-2.36
"26659","2024-07-08","база","Польща",122.08,-3.67
"26660","2024-07-08","база","Угорщина",NA,NA
"26661","2024-07-08","пік","Україна",108.36,NA
"26662","2024-07-08","пік","Румунія",126.69,16.92
"26663","2024-07-08","пік","Словаччина",102.96,-4.98
"26664","2024-07-08","пік","Польща",108.62,0.239999999999995
"26665","2024-07-08","пік","Угорщина",NA,NA
"26666","2024-07-08","позапік","Україна",145.11,NA
"26667","2024-07-08","позапік","Румунія",170.83,17.72
"26668","2024-07-08","позапік","Словаччина",144.52,-0.409999999999997
"26669","2024-07-08","позапік","Польща",135.53,-6.59999999999999
"26670","2024-07-08","позапік","Угорщина",NA,NA
"26671","2024-07-09","база","Україна",139.38,NA
"26672","2024-07-09","база","Румунія",118.87,-14.72
"26673","2024-07-09","база","Словаччина",107.03,-23.21
"26674","2024-07-09","база","Польща",111.11,-20.28
"26675","2024-07-09","база","Угорщина",NA,NA
"26676","2024-07-09","пік","Україна",131.66,NA
"26677","2024-07-09","пік","Румунія",99.4,-24.5
"26678","2024-07-09","пік","Словаччина",87.14,-33.81
"26679","2024-07-09","пік","Польща",99.72,-24.26
"26680","2024-07-09","пік","Угорщина",NA,NA
"26681","2024-07-09","позапік","Україна",147.11,NA
"26682","2024-07-09","позапік","Румунія",138.33,-5.97
"26683","2024-07-09","позапік","Словаччина",126.93,-13.72
"26684","2024-07-09","позапік","Польща",122.49,-16.74
"26685","2024-07-09","позапік","Угорщина",NA,NA
"26686","2024-07-10","база","Україна",123.12,NA
"26687","2024-07-10","база","Румунія",148.3,20.45
"26688","2024-07-10","база","Словаччина",128.66,4.5
"26689","2024-07-10","база","Польща",108.33,-12.01
"26690","2024-07-10","база","Угорщина",NA,NA
"26691","2024-07-10","пік","Україна",110.69,NA
"26692","2024-07-10","пік","Румунія",133.58,20.68
"26693","2024-07-10","пік","Словаччина",121.8,10.04
"26694","2024-07-10","пік","Польща",89.63,-19.03
"26695","2024-07-10","пік","Угорщина",NA,NA
"26696","2024-07-10","позапік","Україна",135.56,NA
"26697","2024-07-10","позапік","Румунія",163.02,20.26
"26698","2024-07-10","позапік","Словаччина",135.52,-0.0300000000000011
"26699","2024-07-10","позапік","Польща",127.03,-6.29000000000001
"26700","2024-07-10","позапік","Угорщина",NA,NA
"26701","2024-07-11","база","Україна",139.07,NA
"26702","2024-07-11","база","Румунія",189.89,36.54
"26703","2024-07-11","база","Словаччина",160.55,15.45
"26704","2024-07-11","база","Польща",148.48,6.77
"26705","2024-07-11","база","Угорщина",NA,NA
"26706","2024-07-11","пік","Україна",131.12,NA
"26707","2024-07-11","пік","Румунія",166.33,26.85
"26708","2024-07-11","пік","Словаччина",140.19,6.92
"26709","2024-07-11","пік","Польща",141.1,7.61
"26710","2024-07-11","пік","Угорщина",NA,NA
"26711","2024-07-11","позапік","Україна",147.02,NA
"26712","2024-07-11","позапік","Румунія",213.46,45.19
"26713","2024-07-11","позапік","Словаччина",180.9,23.04
"26714","2024-07-11","позапік","Польща",155.87,6.02
"26715","2024-07-11","позапік","Угорщина",NA,NA
"26716","2024-07-12","база","Україна",144.77,NA
"26717","2024-07-12","база","Румунія",212.06,46.48
"26718","2024-07-12","база","Словаччина",149.04,2.95
"26719","2024-07-12","база","Польща",131.83,-8.94
"26720","2024-07-12","база","Угорщина",NA,NA
"26721","2024-07-12","пік","Україна",142.33,NA
"26722","2024-07-12","пік","Румунія",193.15,35.71
"26723","2024-07-12","пік","Словаччина",139.67,-1.87
"26724","2024-07-12","пік","Польща",126.31,-11.26
"26725","2024-07-12","пік","Угорщина",NA,NA
"26726","2024-07-12","позапік","Україна",147.21,NA
"26727","2024-07-12","позапік","Румунія",230.97,56.9
"26728","2024-07-12","позапік","Словаччина",158.4,7.59999999999999
"26729","2024-07-12","позапік","Польща",137.34,-6.7
"26730","2024-07-12","позапік","Угорщина",NA,NA
"26731","2024-07-13","база","Україна",121.15,NA
"26732","2024-07-13","база","Румунія",162.78,34.36
"26733","2024-07-13","база","Словаччина",74.93,-38.15
"26734","2024-07-13","база","Польща",88.41,-27.02
"26735","2024-07-13","база","Угорщина",NA,NA
"26736","2024-07-13","пік","Україна",105.34,NA
"26737","2024-07-13","пік","Румунія",104.2,-1.08
"26738","2024-07-13","пік","Словаччина",41.17,-60.92
"26739","2024-07-13","пік","Польща",44.35,-57.9
"26740","2024-07-13","пік","Угорщина",NA,NA
"26741","2024-07-13","позапік","Україна",136.97,NA
"26742","2024-07-13","позапік","Румунія",221.36,61.61
"26743","2024-07-13","позапік","Словаччина",108.68,-20.65
"26744","2024-07-13","позапік","Польща",132.46,-3.29000000000001
"26745","2024-07-13","позапік","Угорщина",NA,NA
"26746","2024-07-14","база","Україна",112.11,NA
"26747","2024-07-14","база","Румунія",118.09,5.33
"26748","2024-07-14","база","Словаччина",46.37,-58.64
"26749","2024-07-14","база","Польща",98.85,-11.83
"26750","2024-07-14","база","Угорщина",NA,NA
"26751","2024-07-14","пік","Україна",86.39,NA
"26752","2024-07-14","пік","Румунія",67.11,-22.32
"26753","2024-07-14","пік","Словаччина",5.86,-93.22
"26754","2024-07-14","пік","Польща",71.9,-16.77
"26755","2024-07-14","пік","Угорщина",NA,NA
"26756","2024-07-14","позапік","Україна",137.83,NA
"26757","2024-07-14","позапік","Румунія",169.07,22.67
"26758","2024-07-14","позапік","Словаччина",86.88,-36.97
"26759","2024-07-14","позапік","Польща",125.79,-8.74
"26760","2024-07-14","позапік","Угорщина",NA,NA
"26761","2024-07-15","база","Україна",134.22,NA
"26762","2024-07-15","база","Румунія",207.17,54.35
"26763","2024-07-15","база","Словаччина",141.94,5.75
"26764","2024-07-15","база","Польща",140.84,4.93000000000001
"26765","2024-07-15","база","Угорщина",NA,NA
"26766","2024-07-15","пік","Україна",124.94,NA
"26767","2024-07-15","пік","Румунія",173.08,38.53
"26768","2024-07-15","пік","Словаччина",122.52,-1.94
"26769","2024-07-15","пік","Польща",123.62,-1.06
"26770","2024-07-15","пік","Угорщина",NA,NA
"26771","2024-07-15","позапік","Україна",143.49,NA
"26772","2024-07-15","позапік","Румунія",241.26,68.14
"26773","2024-07-15","позапік","Словаччина",161.36,12.45
"26774","2024-07-15","позапік","Польща",158.07,10.16
"26775","2024-07-15","позапік","Угорщина",NA,NA
"26776","2024-07-16","база","Україна",125.83,NA
"26777","2024-07-16","база","Румунія",213.17,69.41
"26778","2024-07-16","база","Словаччина",133.44,6.05
"26779","2024-07-16","база","Польща",162.36,29.03
"26780","2024-07-16","база","Угорщина",NA,NA
"26781","2024-07-16","пік","Україна",107.3,NA
"26782","2024-07-16","пік","Румунія",183.63,71.14
"26783","2024-07-16","пік","Словаччина",118.92,10.83
"26784","2024-07-16","пік","Польща",161.03,50.07
"26785","2024-07-16","пік","Угорщина",NA,NA
"26786","2024-07-16","позапік","Україна",144.35,NA
"26787","2024-07-16","позапік","Румунія",242.72,68.15
"26788","2024-07-16","позапік","Словаччина",147.96,2.5
"26789","2024-07-16","позапік","Польща",163.69,13.4
"26790","2024-07-16","позапік","Угорщина",NA,NA
"26791","2024-07-17","база","Україна",90.03,NA
"26792","2024-07-17","база","Румунія",236.46,162.65
"26793","2024-07-17","база","Словаччина",153.98,71.03
"26794","2024-07-17","база","Польща",149.83,66.42
"26795","2024-07-17","база","Угорщина",NA,NA
"26796","2024-07-17","пік","Україна",81.35,NA
"26797","2024-07-17","пік","Румунія",193.55,137.92
"26798","2024-07-17","пік","Словаччина",119.5,46.9
"26799","2024-07-17","пік","Польща",122.14,50.14
"26800","2024-07-17","пік","Угорщина",NA,NA
"26801","2024-07-17","позапік","Україна",98.71,NA
"26802","2024-07-17","позапік","Румунія",279.38,183.03
"26803","2024-07-17","позапік","Словаччина",188.46,90.92
"26804","2024-07-17","позапік","Польща",177.53,79.85
"26805","2024-07-17","позапік","Угорщина",NA,NA
"26806","2024-07-18","база","Україна",125.67,NA
"26807","2024-07-18","база","Румунія",244.74,94.75
"26808","2024-07-18","база","Словаччина",142.67,13.53
"26809","2024-07-18","база","Польща",138.1,9.89
"26810","2024-07-18","база","Угорщина",NA,NA
"26811","2024-07-18","пік","Україна",118.81,NA
"26812","2024-07-18","пік","Румунія",211.97,78.41
"26813","2024-07-18","пік","Словаччина",94.77,-20.23
"26814","2024-07-18","пік","Польща",100.73,-15.22
"26815","2024-07-18","пік","Угорщина",NA,NA
"26816","2024-07-18","позапік","Україна",132.52,NA
"26817","2024-07-18","позапік","Румунія",277.51,109.41
"26818","2024-07-18","позапік","Словаччина",190.56,43.8
"26819","2024-07-18","позапік","Польща",175.47,32.41
"26820","2024-07-18","позапік","Угорщина",NA,NA
"26821","2024-07-19","база","Україна",106.24,NA
"26822","2024-07-19","база","Румунія",193.15,81.81
"26823","2024-07-19","база","Словаччина",133.18,25.36
"26824","2024-07-19","база","Польща",117.51,10.61
"26825","2024-07-19","база","Угорщина",NA,NA
"26826","2024-07-19","пік","Україна",94,NA
"26827","2024-07-19","пік","Румунія",176.99,88.29
"26828","2024-07-19","пік","Словаччина",112.64,19.83
"26829","2024-07-19","пік","Польща",98.86,5.17
"26830","2024-07-19","пік","Угорщина",NA,NA
"26831","2024-07-19","позапік","Україна",118.47,NA
"26832","2024-07-19","позапік","Румунія",209.31,76.68
"26833","2024-07-19","позапік","Словаччина",153.72,29.75
"26834","2024-07-19","позапік","Польща",136.16,14.93
"26835","2024-07-19","позапік","Угорщина",NA,NA
"26836","2024-07-20","база","Україна",115.12,NA
"26837","2024-07-20","база","Румунія",145.11,26.05
"26838","2024-07-20","база","Словаччина",99.93,-13.19
"26839","2024-07-20","база","Польща",90.03,-21.79
"26840","2024-07-20","база","Угорщина",NA,NA
"26841","2024-07-20","пік","Україна",96.1,NA
"26842","2024-07-20","пік","Румунія",112.66,17.23
"26843","2024-07-20","пік","Словаччина",72.98,-24.06
"26844","2024-07-20","пік","Польща",64.08,-33.32
"26845","2024-07-20","пік","Угорщина",NA,NA
"26846","2024-07-20","позапік","Україна",134.14,NA
"26847","2024-07-20","позапік","Румунія",177.57,32.38
"26848","2024-07-20","позапік","Словаччина",126.87,-5.42
"26849","2024-07-20","позапік","Польща",115.98,-13.54
"26850","2024-07-20","позапік","Угорщина",NA,NA
"26851","2024-07-21","база","Україна",128.45,NA
"26852","2024-07-21","база","Румунія",108.46,-15.56
"26853","2024-07-21","база","Словаччина",68.5,-46.67
"26854","2024-07-21","база","Польща",68.63,-46.57
"26855","2024-07-21","база","Угорщина",NA,NA
"26856","2024-07-21","пік","Україна",129.41,NA
"26857","2024-07-21","пік","Румунія",66.16,-48.88
"26858","2024-07-21","пік","Словаччина",31.76,-75.46
"26859","2024-07-21","пік","Польща",33.58,-74.05
"26860","2024-07-21","пік","Угорщина",NA,NA
"26861","2024-07-21","позапік","Україна",127.48,NA
"26862","2024-07-21","позапік","Румунія",150.76,18.26
"26863","2024-07-21","позапік","Словаччина",105.24,-17.45
"26864","2024-07-21","позапік","Польща",103.67,-18.68
"26865","2024-07-21","позапік","Угорщина",NA,NA
"26866","2024-07-22","база","Україна",147.37,NA
"26867","2024-07-22","база","Румунія",229.24,55.55
"26868","2024-07-22","база","Словаччина",99.76,-32.31
"26869","2024-07-22","база","Польща",116.32,-21.07
"26870","2024-07-22","база","Угорщина",NA,NA
"26871","2024-07-22","пік","Україна",151.49,NA
"26872","2024-07-22","пік","Румунія",231.25,52.65
"26873","2024-07-22","пік","Словаччина",75.28,-50.31
"26874","2024-07-22","пік","Польща",107.47,-29.06
"26875","2024-07-22","пік","Угорщина",NA,NA
"26876","2024-07-22","позапік","Україна",143.25,NA
"26877","2024-07-22","позапік","Румунія",227.24,58.63
"26878","2024-07-22","позапік","Словаччина",124.23,-13.28
"26879","2024-07-22","позапік","Польща",125.16,-12.63
"26880","2024-07-22","позапік","Угорщина",NA,NA
"26881","2024-07-23","база","Україна",122.68,NA
"26882","2024-07-23","база","Румунія",140.03,14.14
"26883","2024-07-23","база","Словаччина",103.35,-15.76
"26884","2024-07-23","база","Польща",122.32,-0.290000000000006
"26885","2024-07-23","база","Угорщина",NA,NA
"26886","2024-07-23","пік","Україна",105.49,NA
"26887","2024-07-23","пік","Румунія",132.72,25.81
"26888","2024-07-23","пік","Словаччина",89.56,-15.1
"26889","2024-07-23","пік","Польща",116.16,10.11
"26890","2024-07-23","пік","Угорщина",NA,NA
"26891","2024-07-23","позапік","Україна",139.87,NA
"26892","2024-07-23","позапік","Румунія",147.35,5.34999999999999
"26893","2024-07-23","позапік","Словаччина",117.14,-16.25
"26894","2024-07-23","позапік","Польща",128.47,-8.15000000000001
"26895","2024-07-23","позапік","Угорщина",NA,NA
"26896","2024-07-24","база","Україна",127.92,NA
"26897","2024-07-24","база","Румунія",196.22,53.39
"26898","2024-07-24","база","Словаччина",73.37,-42.64
"26899","2024-07-24","база","Польща",111.86,-12.55
"26900","2024-07-24","база","Угорщина",NA,NA
"26901","2024-07-24","пік","Україна",112.02,NA
"26902","2024-07-24","пік","Румунія",237.78,112.27
"26903","2024-07-24","пік","Словаччина",50.32,-55.08
"26904","2024-07-24","пік","Польща",115.81,3.38
"26905","2024-07-24","пік","Угорщина",NA,NA
"26906","2024-07-24","позапік","Україна",143.82,NA
"26907","2024-07-24","позапік","Румунія",154.66,7.54000000000001
"26908","2024-07-24","позапік","Словаччина",96.43,-32.95
"26909","2024-07-24","позапік","Польща",107.9,-24.98
"26910","2024-07-24","позапік","Угорщина",NA,NA
"26911","2024-07-25","база","Україна",134.74,NA
"26912","2024-07-25","база","Румунія",185.43,37.62
"26913","2024-07-25","база","Словаччина",108.48,-19.49
"26914","2024-07-25","база","Польща",133.99,-0.560000000000002
"26915","2024-07-25","база","Угорщина",NA,NA
"26916","2024-07-25","пік","Україна",125.74,NA
"26917","2024-07-25","пік","Румунія",175.31,39.42
