date,load_type,country,price,price_difference
2023-11-29,пік,Україна,135.2,NA
2023-11-29,пік,Польща,161.27,19.28
2023-11-29,пік,Словаччина,171.15,26.59
2023-11-29,пік,Угорщина,170.95,26.44
2023-11-29,пік,Румунія,165.85,22.67
2023-11-29,позапік,Україна,92.07,NA
2023-11-29,позапік,Польща,122.37,32.91
2023-11-29,позапік,Словаччина,113.26,23.02
2023-11-29,позапік,Угорщина,112.99,22.72
2023-11-29,позапік,Румунія,97.09,5.45
2023-11-30,база,Україна,93.8,NA
2023-11-30,база,Польща,151.49,61.5
2023-11-30,база,Словаччина,168.62,79.77
2023-11-30,база,Угорщина,169.08,80.26
2023-11-30,база,Румунія,149.4,59.28
2023-11-30,пік,Україна,110.05,NA
2023-11-30,пік,Польща,182.32,65.67
2023-11-30,пік,Словаччина,216.61,96.83
2023-11-30,пік,Угорщина,217.3,97.46
2023-11-30,пік,Румунія,189.81,72.48
2023-11-30,позапік,Україна,77.55,NA
2023-11-30,позапік,Польща,120.67,55.6
2023-11-30,позапік,Словаччина,120.64,55.56
2023-11-30,позапік,Угорщина,120.86,55.85
2023-11-30,позапік,Румунія,109,40.55
2023-12-01,база,Україна,91.44,NA
2023-12-01,база,Польща,144.54,58.07
2023-12-01,база,Словаччина,159.54,74.48
2023-12-01,база,Угорщина,160.33,75.34
2023-12-01,база,Румунія,90.47,-1.06
2023-12-01,пік,Україна,126.79,NA
2023-12-01,пік,Польща,171.29,35.1
2023-12-01,пік,Словаччина,204.08,60.96
2023-12-01,пік,Угорщина,205.12,61.78
2023-12-01,пік,Румунія,91.51,-27.83
2023-12-01,позапік,Україна,56.09,NA
2023-12-01,позапік,Польща,117.79,110
2023-12-01,позапік,Словаччина,115.01,105.05
2023-12-01,позапік,Угорщина,115.53,105.97
2023-12-01,позапік,Румунія,89.44,59.46
2023-12-02,база,Україна,86.99,NA
2023-12-02,база,Польща,113.32,30.27
2023-12-02,база,Словаччина,111.01,27.61
2023-12-02,база,Угорщина,110.28,26.77
2023-12-02,база,Румунія,100.99,16.09
2023-12-02,пік,Україна,111.77,NA
2023-12-02,пік,Польща,126.79,13.44
2023-12-02,пік,Словаччина,126.27,12.97
2023-12-02,пік,Угорщина,126.47,13.15
2023-12-02,пік,Румунія,118.31,5.85
2023-12-02,позапік,Україна,62.22,NA
2023-12-02,позапік,Польща,99.86,60.5
2023-12-02,позапік,Словаччина,95.75,53.89
2023-12-02,позапік,Угорщина,94.1,51.24
2023-12-02,позапік,Румунія,83.66,34.46
2023-12-03,база,Україна,71.5,NA
2023-12-03,база,Польща,100.73,40.88
2023-12-03,база,Словаччина,99.97,39.82
2023-12-03,база,Угорщина,99.86,39.66
2023-12-03,база,Румунія,85.82,20.03
2023-12-03,пік,Україна,92.6,NA
2023-12-03,пік,Польща,111.33,20.23
2023-12-03,пік,Словаччина,111.33,20.23
2023-12-03,пік,Угорщина,111.33,20.23
2023-12-03,пік,Румунія,111.33,20.23
2023-12-03,позапік,Україна,50.39,NA
2023-12-03,позапік,Польща,90.12,78.85
2023-12-03,позапік,Словаччина,88.6,75.83
2023-12-03,позапік,Угорщина,88.38,75.39
2023-12-03,позапік,Румунія,60.31,19.69
2023-12-04,база,Україна,92.86,NA
2023-12-04,база,Польща,123.32,32.8
2023-12-04,база,Словаччина,124.43,34
2023-12-04,база,Угорщина,123.23,32.71
2023-12-04,база,Румунія,123.58,33.08
2023-12-04,пік,Україна,114,NA
2023-12-04,пік,Польща,144.9,27.11
2023-12-04,пік,Словаччина,146.65,28.64
2023-12-04,пік,Угорщина,144.83,27.04
2023-12-04,пік,Румунія,145.4,27.54
2023-12-04,позапік,Україна,69.79,NA
2023-12-04,позапік,Польща,101.75,45.79
2023-12-04,позапік,Словаччина,102.21,46.45
2023-12-04,позапік,Угорщина,101.63,45.62
2023-12-04,позапік,Румунія,101.76,45.81
2023-12-05,база,Україна,105.4,NA
2023-12-05,база,Польща,123.6,17.27
2023-12-05,база,Словаччина,133.4,26.57
2023-12-05,база,Угорщина,131.09,24.37
2023-12-05,база,Румунія,131.43,24.7
2023-12-05,пік,Україна,135.08,NA
2023-12-05,пік,Польща,144.89,7.26
2023-12-05,пік,Словаччина,163.64,21.14
2023-12-05,пік,Угорщина,159.17,17.83
2023-12-05,пік,Румунія,159.81,18.31
2023-12-05,позапік,Україна,75.71,NA
2023-12-05,позапік,Польща,102.3,35.12
2023-12-05,позапік,Словаччина,103.16,36.26
2023-12-05,позапік,Угорщина,103.01,36.06
2023-12-05,позапік,Румунія,103.05,36.11
2023-12-06,база,Україна,115.95,NA
2023-12-06,база,Польща,125.23,8
2023-12-06,база,Словаччина,129.67,11.83
2023-12-06,база,Угорщина,129.61,11.78
2023-12-06,база,Румунія,129.61,11.78
2023-12-06,пік,Україна,152.12,NA
2023-12-06,пік,Польща,146.08,-3.97
2023-12-06,пік,Словаччина,154.94,1.85
2023-12-06,пік,Угорщина,154.85,1.79
2023-12-06,пік,Румунія,154.84,1.79
2023-12-06,позапік,Україна,79.79,NA
2023-12-06,позапік,Польща,104.39,30.83
2023-12-06,позапік,Словаччина,104.4,30.84
2023-12-06,позапік,Угорщина,104.38,30.82
2023-12-06,позапік,Румунія,104.38,30.82
2023-12-07,база,Україна,121.85,NA
2023-12-07,база,Польща,126.36,3.7
2023-12-07,база,Словаччина,121.03,-0.67
2023-12-07,база,Угорщина,120.26,-1.3
2023-12-07,база,Румунія,121.16,-0.57
2023-12-07,пік,Україна,157.56,NA
2023-12-07,пік,Польща,144.13,-8.52
2023-12-07,пік,Словаччина,137.53,-12.71
2023-12-07,пік,Угорщина,136.5,-13.37
2023-12-07,пік,Румунія,138.23,-12.27
2023-12-07,позапік,Україна,86.13,NA
2023-12-07,позапік,Польща,108.6,26.09
2023-12-07,позапік,Словаччина,104.54,21.37
2023-12-07,позапік,Угорщина,104.03,20.78
2023-12-07,позапік,Румунія,104.09,20.85
2023-12-08,база,Україна,111.35,NA
2023-12-08,база,Польща,116.48,4.61
2023-12-08,база,Словаччина,108.97,-2.14
2023-12-08,база,Угорщина,108.32,-2.72
2023-12-08,база,Румунія,108.43,-2.62
2023-12-08,пік,Україна,142.29,NA
2023-12-08,пік,Польща,131.12,-7.85
2023-12-08,пік,Словаччина,123.08,-13.5
2023-12-08,пік,Угорщина,122.02,-14.25
2023-12-08,пік,Румунія,122.18,-14.13
2023-12-08,позапік,Україна,80.42,NA
2023-12-08,позапік,Польща,101.84,26.64
2023-12-08,позапік,Словаччина,94.85,17.94
2023-12-08,позапік,Угорщина,94.63,17.67
2023-12-08,позапік,Румунія,94.67,17.72
2023-12-09,база,Україна,113.86,NA
2023-12-09,база,Польща,110.64,-2.83
2023-12-09,база,Словаччина,95.25,-16.34
2023-12-09,база,Угорщина,96.85,-14.94
2023-12-09,база,Румунія,95.45,-16.17
2023-12-09,пік,Україна,150.58,NA
2023-12-09,пік,Польща,131.81,-12.47
2023-12-09,пік,Словаччина,113.94,-24.33
2023-12-09,пік,Угорщина,114.98,-23.64
2023-12-09,пік,Румунія,112.61,-25.22
2023-12-09,позапік,Україна,77.14,NA
2023-12-09,позапік,Польща,89.48,16
2023-12-09,позапік,Словаччина,76.56,-0.75
2023-12-09,позапік,Угорщина,78.72,2.05
2023-12-09,позапік,Румунія,78.29,1.49
2023-12-10,база,Україна,95.01,NA
2023-12-10,база,Польща,82.78,-12.87
2023-12-10,база,Словаччина,71.65,-24.59
2023-12-10,база,Угорщина,79.07,-16.78
2023-12-10,база,Румунія,77.14,-18.81
2023-12-10,пік,Україна,128.01,NA
2023-12-10,пік,Польща,94.1,-26.49
2023-12-10,пік,Словаччина,92.83,-27.48
2023-12-10,пік,Угорщина,103.93,-18.81
2023-12-10,пік,Румунія,101.09,-21.03
2023-12-10,позапік,Україна,62.01,NA
2023-12-10,позапік,Польща,71.46,15.24
2023-12-10,позапік,Словаччина,50.46,-18.63
2023-12-10,позапік,Угорщина,54.21,-12.58
2023-12-10,позапік,Румунія,53.2,-14.21
2023-12-11,база,Україна,120.63,NA
2023-12-11,база,Польща,105.17,-12.82
2023-12-11,база,Словаччина,102.05,-15.4
2023-12-11,база,Угорщина,107.39,-10.98
2023-12-11,база,Румунія,107.85,-10.59
2023-12-11,пік,Україна,154.94,NA
2023-12-11,пік,Польща,131.37,-15.21
2023-12-11,пік,Словаччина,129.16,-16.64
2023-12-11,пік,Угорщина,137.6,-11.19
2023-12-11,пік,Румунія,136.73,-11.75
2023-12-11,позапік,Україна,83.2,NA
2023-12-11,позапік,Польща,78.97,-5.08
2023-12-11,позапік,Словаччина,74.93,-9.94
2023-12-11,позапік,Угорщина,77.18,-7.24
2023-12-11,позапік,Румунія,78.97,-5.08
2023-12-12,база,Україна,105.9,NA
2023-12-12,база,Польща,127.49,20.39
2023-12-12,база,Словаччина,119.41,12.76
2023-12-12,база,Угорщина,123.5,16.62
2023-12-12,база,Румунія,126.75,19.69
2023-12-12,пік,Україна,149.82,NA
2023-12-12,пік,Польща,149.34,-0.32
2023-12-12,пік,Словаччина,139.59,-6.83
2023-12-12,пік,Угорщина,145.84,-2.66
2023-12-12,пік,Румунія,149.8,-0.01
2023-12-12,позапік,Україна,61.99,NA
2023-12-12,позапік,Польща,105.63,70.4
2023-12-12,позапік,Словаччина,99.23,60.07
2023-12-12,позапік,Угорщина,101.16,63.19
2023-12-12,позапік,Румунія,103.7,67.29
2023-12-13,база,Україна,106.99,NA
2023-12-13,база,Польща,117.85,10.15
2023-12-13,база,Словаччина,104.99,-1.87
2023-12-13,база,Угорщина,103.84,-2.94
2023-12-13,база,Румунія,111.24,3.97
2023-12-13,пік,Україна,144.78,NA
2023-12-13,пік,Польща,139.27,-3.81
2023-12-13,пік,Словаччина,122.38,-15.47
2023-12-13,пік,Угорщина,120.17,-17
2023-12-13,пік,Румунія,122.59,-15.33
2023-12-13,позапік,Україна,69.2,NA
2023-12-13,позапік,Польща,96.44,39.36
2023-12-13,позапік,Словаччина,87.6,26.59
2023-12-13,позапік,Угорщина,87.51,26.46
2023-12-13,позапік,Румунія,99.9,44.36
2023-12-14,база,Україна,115,NA
2023-12-14,база,Польща,108.73,-5.45
2023-12-14,база,Словаччина,106.95,-7
2023-12-14,база,Угорщина,106.57,-7.33
2023-12-14,база,Румунія,106.48,-7.41
2023-12-14,пік,Україна,156.94,NA
2023-12-14,пік,Польща,127.17,-18.97
2023-12-14,пік,Словаччина,124.79,-20.49
2023-12-14,пік,Угорщина,124.18,-20.87
2023-12-14,пік,Румунія,124.03,-20.97
2023-12-14,позапік,Україна,73.07,NA
2023-12-14,позапік,Польща,90.3,23.58
2023-12-14,позапік,Словаччина,89.11,21.95
2023-12-14,позапік,Угорщина,88.96,21.75
2023-12-14,позапік,Румунія,88.93,21.71
2023-12-15,база,Україна,98.94,NA
2023-12-15,база,Польща,100.23,1.3
2023-12-15,база,Словаччина,96.69,-2.27
2023-12-15,база,Угорщина,96.5,-2.47
2023-12-15,база,Румунія,96.21,-2.76
2023-12-15,пік,Україна,139.64,NA
2023-12-15,пік,Польща,112.49,-19.44
2023-12-15,пік,Словаччина,107,-23.37
2023-12-15,пік,Угорщина,106.5,-23.73
2023-12-15,пік,Румунія,112.34,-19.55
2023-12-15,позапік,Україна,58.23,NA
2023-12-15,позапік,Польща,87.98,51.09
2023-12-15,позапік,Словаччина,86.37,48.33
2023-12-15,позапік,Угорщина,86.51,48.57
2023-12-15,позапік,Румунія,80.08,37.52
2023-12-16,база,Україна,88.51,NA
2023-12-16,база,Польща,71.95,-18.71
2023-12-16,база,Словаччина,72.33,-18.28
2023-12-16,база,Угорщина,74.63,-15.68
2023-12-16,база,Румунія,81.13,-8.34
2023-12-16,пік,Україна,123.67,NA
2023-12-16,пік,Польща,80.78,-34.68
2023-12-16,пік,Словаччина,82.72,-33.11
2023-12-16,пік,Угорщина,87.13,-29.55
2023-12-16,пік,Румунія,100.1,-19.06
2023-12-16,позапік,Україна,53.35,NA
2023-12-16,позапік,Польща,63.12,18.31
2023-12-16,позапік,Словаччина,61.94,16.1
2023-12-16,позапік,Угорщина,62.13,16.46
2023-12-16,позапік,Румунія,62.17,16.53
2023-12-17,база,Україна,84.73,NA
2023-12-17,база,Польща,48.46,-42.81
2023-12-17,база,Словаччина,60.19,-28.96
2023-12-17,база,Угорщина,66.33,-21.72
2023-12-17,база,Румунія,67.46,-20.38
2023-12-17,пік,Україна,118.48,NA
2023-12-17,пік,Польща,58.24,-50.84
2023-12-17,пік,Словаччина,70.69,-40.34
2023-12-17,пік,Угорщина,81.56,-31.16
2023-12-17,пік,Румунія,84.25,-28.89
2023-12-17,позапік,Україна,50.98,NA
2023-12-17,позапік,Польща,38.67,-24.15
2023-12-17,позапік,Словаччина,49.69,-2.53
2023-12-17,позапік,Угорщина,51.1,0.24
2023-12-17,позапік,Румунія,50.68,-0.59
2023-12-18,база,Україна,102.9,NA
2023-12-18,база,Польща,75.05,-27.07
2023-12-18,база,Словаччина,83.42,-18.93
2023-12-18,база,Угорщина,89.12,-13.39
2023-12-18,база,Румунія,93.6,-9.04
2023-12-18,пік,Україна,142.09,NA
2023-12-18,пік,Польща,92.49,-34.91
2023-12-18,пік,Словаччина,94.29,-33.64
2023-12-18,пік,Угорщина,100.36,-29.37
2023-12-18,пік,Румунія,107.21,-24.55
2023-12-18,позапік,Україна,60.13,NA
2023-12-18,позапік,Польща,57.61,-4.19
2023-12-18,позапік,Словаччина,72.54,20.64
2023-12-18,позапік,Угорщина,77.87,29.5
2023-12-18,позапік,Румунія,79.99,33.03
2023-12-19,база,Україна,85.29,NA
2023-12-19,база,Польща,75.15,-11.89
2023-12-19,база,Словаччина,74.26,-12.93
2023-12-19,база,Угорщина,101.23,18.69
2023-12-19,база,Румунія,100.56,17.9
2023-12-19,пік,Україна,118.57,NA
2023-12-19,пік,Польща,85.44,-27.94
2023-12-19,пік,Словаччина,81.98,-30.86
2023-12-19,пік,Угорщина,114.33,-3.58
2023-12-19,пік,Румунія,113.47,-4.3
2023-12-19,позапік,Україна,52,NA
2023-12-19,позапік,Польща,64.86,24.73
2023-12-19,позапік,Словаччина,66.54,27.96
2023-12-19,позапік,Угорщина,88.14,69.5
2023-12-19,позапік,Румунія,87.65,68.56
2023-12-20,база,Україна,86.11,NA
2023-12-20,база,Польща,75.65,-12.15
2023-12-20,база,Словаччина,71.5,-16.97
2023-12-20,база,Угорщина,81.68,-5.14
2023-12-20,база,Румунія,95.99,11.47
2023-12-20,пік,Україна,103.38,NA
2023-12-20,пік,Польща,83.37,-19.36
2023-12-20,пік,Словаччина,83.71,-19.03
2023-12-20,пік,Угорщина,91.96,-11.05
2023-12-20,пік,Румунія,109.9,6.31
2023-12-20,позапік,Україна,68.83,NA
2023-12-20,позапік,Польща,67.94,-1.29
2023-12-20,позапік,Словаччина,59.29,-13.86
2023-12-20,позапік,Угорщина,71.4,3.73
2023-12-20,позапік,Румунія,82.08,19.25
2023-12-21,база,Україна,99.96,NA
2023-12-21,база,Польща,70.44,-29.53
2023-12-21,база,Словаччина,74.29,-25.68
2023-12-21,база,Угорщина,87.79,-12.17
2023-12-21,база,Румунія,102.49,2.53
2023-12-21,пік,Україна,132.38,NA
2023-12-21,пік,Польща,82.97,-37.32
2023-12-21,пік,Словаччина,101.7,-23.18
2023-12-21,пік,Угорщина,121.85,-7.95
2023-12-21,пік,Румунія,136.53,3.13
2023-12-21,позапік,Україна,67.54,NA
2023-12-21,позапік,Польща,57.92,-14.24
2023-12-21,позапік,Словаччина,46.88,-30.59
2023-12-21,позапік,Угорщина,53.74,-20.43
2023-12-21,позапік,Румунія,68.44,1.33
2023-12-22,база,Україна,104.62,NA
2023-12-22,база,Польща,39.81,-61.95
2023-12-22,база,Словаччина,29.74,-71.57
2023-12-22,база,Угорщина,41.81,-60.04
2023-12-22,база,Румунія,74.61,-28.68
2023-12-22,пік,Україна,145.9,NA
2023-12-22,пік,Польща,52.34,-64.13
2023-12-22,пік,Словаччина,44.32,-69.62
2023-12-22,пік,Угорщина,54.56,-62.6
2023-12-22,пік,Румунія,110.15,-24.5
2023-12-22,позапік,Україна,63.34,NA
2023-12-22,позапік,Польща,27.28,-56.93
2023-12-22,позапік,Словаччина,15.16,-76.07
2023-12-22,позапік,Угорщина,29.05,-54.14
2023-12-22,позапік,Румунія,39.06,-38.33
2023-12-23,база,Україна,82.27,NA
2023-12-23,база,Польща,31.56,-61.64
2023-12-23,база,Словаччина,31.01,-62.31
2023-12-23,база,Угорщина,32.69,-60.26
2023-12-23,база,Румунія,27.64,-66.4
2023-12-23,пік,Україна,105.7,NA
2023-12-23,пік,Польща,50.88,-51.86
2023-12-23,пік,Словаччина,50.55,-52.18
2023-12-23,пік,Угорщина,53.77,-49.13
2023-12-23,пік,Румунія,43.8,-58.56
2023-12-23,позапік,Україна,58.84,NA
2023-12-23,позапік,Польща,12.23,-79.21
2023-12-23,позапік,Словаччина,11.47,-80.51
2023-12-23,позапік,Угорщина,11.6,-80.29
2023-12-23,позапік,Румунія,11.48,-80.49
2023-12-24,база,Україна,75.95,NA
2023-12-24,база,Польща,34.91,-54.04
2023-12-24,база,Словаччина,20.02,-73.64
2023-12-24,база,Угорщина,43.94,-42.15
2023-12-24,база,Румунія,38.4,-49.44
2023-12-24,пік,Україна,98.21,NA
2023-12-24,пік,Польща,54.25,-44.76
2023-12-24,пік,Словаччина,32.47,-66.94
2023-12-24,пік,Угорщина,77.89,-20.69
2023-12-24,пік,Румунія,66.95,-31.83
2023-12-24,позапік,Україна,53.68,NA
2023-12-24,позапік,Польща,15.56,-71.01
2023-12-24,позапік,Словаччина,7.57,-85.9
2023-12-24,позапік,Угорщина,9.99,-81.39
2023-12-24,позапік,Румунія,9.85,-81.65
2023-12-25,база,Україна,79.74,NA
2023-12-25,база,Польща,1.03,-98.71
2023-12-25,база,Словаччина,1.14,-98.57
2023-12-25,база,Угорщина,1.68,-97.89
2023-12-25,база,Румунія,3.97,-95.02
2023-12-25,пік,Україна,111.27,NA
2023-12-25,пік,Польща,5.57,-94.99
2023-12-25,пік,Словаччина,5.7,-94.88
2023-12-25,пік,Угорщина,5.84,-94.75
2023-12-25,пік,Румунія,5.8,-94.79
2023-12-25,позапік,Україна,45.35,NA
2023-12-25,позапік,Польща,-3.52,-107.76
2023-12-25,позапік,Словаччина,-3.42,-107.54
2023-12-25,позапік,Угорщина,-2.48,-105.47
2023-12-25,позапік,Румунія,2.14,-95.28
2023-12-26,база,Україна,59.68,NA
2023-12-26,база,Польща,10.73,-82.02
2023-12-26,база,Словаччина,19.93,-66.61
2023-12-26,база,Угорщина,21.16,-64.54
2023-12-26,база,Румунія,24.68,-58.65
2023-12-26,пік,Україна,86,NA
2023-12-26,пік,Польща,9.31,-89.17
2023-12-26,пік,Словаччина,23.98,-72.12
2023-12-26,пік,Угорщина,26.22,-69.51
2023-12-26,пік,Румунія,33.08,-61.53
2023-12-26,позапік,Україна,33.36,NA
2023-12-26,позапік,Польща,12.15,-63.58
2023-12-26,позапік,Словаччина,15.87,-52.43
2023-12-26,позапік,Угорщина,16.1,-51.74
2023-12-26,позапік,Румунія,16.28,-51.2
2023-12-27,база,Україна,77.35,NA
2023-12-27,база,Польща,67.27,-13.03
2023-12-27,база,Словаччина,59.89,-22.57
2023-12-27,база,Угорщина,61.77,-20.14
2023-12-27,база,Румунія,55.74,-27.94
2023-12-27,пік,Україна,87.57,NA
2023-12-27,пік,Польща,80.64,-7.91
2023-12-27,пік,Словаччина,76.56,-12.57
2023-12-27,пік,Угорщина,79.97,-8.68
2023-12-27,пік,Румунія,67.92,-22.44
2023-12-27,позапік,Україна,67.14,NA
2023-12-27,позапік,Польща,53.9,-19.72
2023-12-27,позапік,Словаччина,43.22,-35.63
2023-12-27,позапік,Угорщина,43.57,-35.11
2023-12-27,позапік,Румунія,43.56,-35.12
2023-12-28,база,Україна,79.74,NA
2023-12-28,база,Польща,47.19,-40.82
2023-12-28,база,Словаччина,33.37,-58.15
2023-12-28,база,Угорщина,42.52,-46.68
2023-12-28,база,Румунія,42.47,-46.74
2023-12-28,пік,Україна,96.1,NA
2023-12-28,пік,Польща,58.22,-39.42
2023-12-28,пік,Словаччина,46.71,-51.39
2023-12-28,пік,Угорщина,58.51,-39.12
2023-12-28,пік,Румунія,56.01,-41.72
2023-12-28,позапік,Україна,63.39,NA
2023-12-28,позапік,Польща,36.15,-42.97
2023-12-28,позапік,Словаччина,20.03,-68.4
2023-12-28,позапік,Угорщина,26.54,-58.13
2023-12-28,позапік,Румунія,28.93,-54.36
2023-12-29,база,Україна,66.69,NA
2023-12-29,база,Польща,18.76,-71.87
2023-12-29,база,Словаччина,15.76,-76.37
2023-12-29,база,Угорщина,22.43,-66.37
2023-12-29,база,Румунія,22.55,-66.19
2023-12-29,пік,Україна,89.13,NA
2023-12-29,пік,Польща,24.69,-72.3
2023-12-29,пік,Словаччина,22.98,-74.22
2023-12-29,пік,Угорщина,32.22,-63.85
2023-12-29,пік,Румунія,32.51,-63.53
2023-12-29,позапік,Україна,44.25,NA
2023-12-29,позапік,Польща,12.84,-70.98
2023-12-29,позапік,Словаччина,8.55,-80.68
2023-12-29,позапік,Угорщина,12.64,-71.44
2023-12-29,позапік,Румунія,12.58,-71.57
2023-12-30,база,Україна,53.93,NA
2023-12-30,база,Польща,35.22,-34.69
2023-12-30,база,Словаччина,35.09,-34.93
2023-12-30,база,Угорщина,36.73,-31.89
2023-12-30,база,Румунія,36.37,-32.56
2023-12-30,пік,Україна,68.37,NA
2023-12-30,пік,Польща,45.93,-32.82
2023-12-30,пік,Словаччина,46.47,-32.03
2023-12-30,пік,Угорщина,48.18,-29.53
2023-12-30,пік,Румунія,47.86,-30
2023-12-30,позапік,Україна,39.49,NA
2023-12-30,позапік,Польща,24.51,-37.93
2023-12-30,позапік,Словаччина,23.71,-39.96
2023-12-30,позапік,Угорщина,25.28,-35.98
2023-12-30,позапік,Румунія,24.88,-37
2023-12-31,база,Україна,37.86,NA
2023-12-31,база,Польща,53.99,42.6
2023-12-31,база,Словаччина,24.03,-36.53
2023-12-31,база,Угорщина,30.99,-18.15
2023-12-31,база,Румунія,29.17,-22.95
2023-12-31,пік,Україна,50.97,NA
2023-12-31,пік,Польща,63.28,24.15
2023-12-31,пік,Словаччина,32.35,-36.53
2023-12-31,пік,Угорщина,46.97,-7.85
2023-12-31,пік,Румунія,43.33,-14.99
2023-12-31,позапік,Україна,24.74,NA
2023-12-31,позапік,Польща,44.7,80.68
2023-12-31,позапік,Словаччина,15.72,-36.46
2023-12-31,позапік,Угорщина,15.01,-39.33
2023-12-31,позапік,Румунія,15,-39.37
2024-01-01,база,Україна,6.61,NA
2024-01-01,база,Польща,77.46,1071.86
2024-01-01,база,Словаччина,19.4,193.49
2024-01-01,база,Угорщина,18.93,186.38
2024-01-01,база,Румунія,16.22,145.39
2024-01-01,пік,Україна,11.62,NA
2024-01-01,пік,Польща,77.81,569.62
2024-01-01,пік,Словаччина,24.69,112.48
2024-01-01,пік,Угорщина,23.71,104.04
2024-01-01,пік,Румунія,23.78,104.65
2024-01-01,позапік,Україна,1.6,NA
2024-01-01,позапік,Польща,77.12,4720
2024-01-01,позапік,Словаччина,14.1,781.25
2024-01-01,позапік,Угорщина,14.15,784.38
2024-01-01,позапік,Румунія,8.66,441.25
2024-01-02,база,Україна,39.92,NA
2024-01-02,база,Польща,89.54,124.3
2024-01-02,база,Словаччина,59.91,50.08
2024-01-02,база,Угорщина,58.63,46.87
2024-01-02,база,Румунія,59.05,47.92
2024-01-02,пік,Україна,68.65,NA
2024-01-02,пік,Польща,91.91,33.88
2024-01-02,пік,Словаччина,82.69,20.45
2024-01-02,пік,Угорщина,80.88,17.82
2024-01-02,пік,Румунія,80.76,17.64
2024-01-02,позапік,Україна,11.19,NA
2024-01-02,позапік,Польща,87.16,678.91
2024-01-02,позапік,Словаччина,37.13,231.81
2024-01-02,позапік,Угорщина,36.38,225.11
2024-01-02,позапік,Румунія,37.34,233.69
2024-01-03,база,Україна,55.04,NA
2024-01-03,база,Польща,84.14,52.87
2024-01-03,база,Словаччина,54.35,-1.25
2024-01-03,база,Угорщина,53.34,-3.09
2024-01-03,база,Румунія,53.4,-2.98
2024-01-03,пік,Україна,79.52,NA
2024-01-03,пік,Польща,88.5,11.29
2024-01-03,пік,Словаччина,69.25,-12.91
2024-01-03,пік,Угорщина,68.97,-13.27
2024-01-03,пік,Румунія,68.99,-13.24
2024-01-03,позапік,Україна,30.56,NA
2024-01-03,позапік,Польща,79.78,161.06
2024-01-03,позапік,Словаччина,39.46,29.12
2024-01-03,позапік,Угорщина,37.71,23.4
2024-01-03,позапік,Румунія,37.81,23.72
2024-01-04,база,Україна,44.1,NA
2024-01-04,база,Польща,93.73,112.54
2024-01-04,база,Словаччина,82.69,87.51
2024-01-04,база,Угорщина,82.37,86.78
2024-01-04,база,Румунія,79.94,81.27
2024-01-04,пік,Україна,54.95,NA
2024-01-04,пік,Польща,99.9,81.8
2024-01-04,пік,Словаччина,98.55,79.34
2024-01-04,пік,Угорщина,98.04,78.42
2024-01-04,пік,Румунія,93.21,69.63
2024-01-04,позапік,Україна,33.25,NA
2024-01-04,позапік,Польща,87.56,163.34
2024-01-04,позапік,Словаччина,66.83,100.99
2024-01-04,позапік,Угорщина,66.7,100.6
2024-01-04,позапік,Румунія,66.67,100.51
2024-01-05,база,Україна,47.15,NA
2024-01-05,база,Польща,107.01,126.96
2024-01-05,база,Словаччина,97.79,107.4
2024-01-05,база,Угорщина,96.8,105.3
2024-01-05,база,Румунія,96.91,105.54
2024-01-05,пік,Україна,59.53,NA
2024-01-05,пік,Польща,115.68,94.32
2024-01-05,пік,Словаччина,107.73,80.97
2024-01-05,пік,Угорщина,106.36,78.67
2024-01-05,пік,Румунія,106.53,78.95
2024-01-05,позапік,Україна,34.78,NA
2024-01-05,позапік,Польща,98.34,182.75
2024-01-05,позапік,Словаччина,87.85,152.59
2024-01-05,позапік,Угорщина,87.24,150.83
2024-01-05,позапік,Румунія,87.29,150.98
2024-01-06,база,Україна,32.27,NA
2024-01-06,база,Польща,94.25,192.07
2024-01-06,база,Словаччина,88.64,174.68
2024-01-06,база,Угорщина,88.62,174.62
2024-01-06,база,Румунія,88.21,173.35
2024-01-06,пік,Україна,46.62,NA
2024-01-06,пік,Польща,97.36,108.84
2024-01-06,пік,Словаччина,97.1,108.28
2024-01-06,пік,Угорщина,97.06,108.19
2024-01-06,пік,Румунія,96.23,106.41
2024-01-06,позапік,Україна,17.92,NA
2024-01-06,позапік,Польща,91.14,408.59
2024-01-06,позапік,Словаччина,80.19,347.49
2024-01-06,позапік,Угорщина,80.19,347.49
2024-01-06,позапік,Румунія,80.19,347.49
2024-01-07,база,Україна,50.59,NA
2024-01-07,база,Польща,93.75,85.31
2024-01-07,база,Словаччина,86.34,70.67
2024-01-07,база,Угорщина,86.34,70.67
2024-01-07,база,Румунія,85.66,69.32
2024-01-07,пік,Україна,75.01,NA
2024-01-07,пік,Польща,99.14,32.17
2024-01-07,пік,Словаччина,91.05,21.38
2024-01-07,пік,Угорщина,91.06,21.4
2024-01-07,пік,Румунія,89.69,19.57
2024-01-07,позапік,Україна,26.17,NA
2024-01-07,позапік,Польща,88.36,237.64
2024-01-07,позапік,Словаччина,81.62,211.88
2024-01-07,позапік,Угорщина,81.62,211.88
2024-01-07,позапік,Румунія,81.62,211.88
2024-01-08,база,Україна,98.98,NA
2024-01-08,база,Польща,123.62,24.89
2024-01-08,база,Словаччина,102,3.05
2024-01-08,база,Угорщина,101.97,3.02
2024-01-08,база,Румунія,97.6,-1.39
2024-01-08,пік,Україна,133.85,NA
2024-01-08,пік,Польща,146.02,9.09
2024-01-08,пік,Словаччина,112.9,-15.65
